City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
rocha,-34.4833,-54.3333,55.4,87,40,2.98,UY,1619650868
ancud,-41.8697,-73.8203,59.0,100,90,6.91,CL,1619650973
yar-sale,66.8333,70.8333,5.2,98,53,4.34,RU,1619650973
olivet,47.8622,1.8991,48.99,70,0,6.91,FR,1619650974
tynda,55.1667,124.7167,26.49,93,100,7.25,RU,1619650975
cidreira,-30.1811,-50.2056,64.81,81,67,8.93,BR,1619650693
yeppoon,-23.1333,150.7333,68.0,73,86,10.36,AU,1619650975
provideniya,64.3833,-173.3,33.8,64,20,13.42,RU,1619650976
flinders,-34.5833,150.8552,62.01,87,9,1.61,AU,1619650976
oktyabrskiy,54.4815,53.471,38.1,79,40,6.4,RU,1619650976
tupelo,34.2576,-88.7034,82.0,65,75,6.91,US,1619650977
quatre cocos,-20.2078,57.7625,75.0,92,99,5.99,MU,1619650977
sambava,-14.2667,50.1667,75.04,89,28,10.92,MG,1619650978
parati,-23.2178,-44.7131,71.6,68,40,6.91,BR,1619650851
naron,43.5167,-8.1528,50.0,81,20,1.14,ES,1619650978
torbat-e jam,35.244,60.6225,71.64,16,68,1.68,IR,1619650978
soliera,44.738,10.9263,57.2,88,0,3.44,IT,1619650979
ulverstone,-41.15,146.1667,55.99,93,96,1.99,AU,1619650979
rio brilhante,-21.8019,-54.5464,67.95,31,39,9.53,BR,1619650979
lodwar,3.1191,35.5973,83.73,50,64,19.42,KE,1619650980
koygorodok,60.445,50.9968,35.67,97,97,3.85,RU,1619650980
amapa,1.0,-52.0,72.72,93,100,2.44,BR,1619650981
manadhoo,5.7667,73.3833,84.09,74,9,8.14,MV,1619650981
kashi,39.4547,75.9797,66.2,15,0,11.18,CN,1619650981
dikson,73.5069,80.5464,16.27,96,100,7.25,RU,1619650982
micheweni,-4.9667,39.8333,78.13,86,69,6.46,TZ,1619650982
bonavista,48.6499,-53.1147,41.0,93,92,6.91,CA,1619650982
hede,33.7681,120.2517,58.08,60,0,11.61,CN,1619650983
tecoanapa,16.5167,-98.75,85.32,59,39,10.58,MX,1619650983
tanete,-3.9443,119.7848,76.55,89,85,1.88,ID,1619650984
half moon bay,37.4636,-122.4286,82.4,63,1,11.5,US,1619650738
pangnirtung,66.1451,-65.7125,26.6,86,90,8.05,CA,1619650761
belmonte,-15.8631,-38.8828,78.8,78,75,5.75,BR,1619650984
morant bay,17.8815,-76.4093,82.4,74,20,17.27,JM,1619650985
rudnichnyy,59.617,52.4703,35.17,94,98,5.55,RU,1619650985
cuamba,-14.8031,36.5372,66.58,97,11,1.07,MZ,1619650986
florida,28.7505,-82.5001,81.0,61,1,5.75,US,1619650986
tukrah,32.5341,20.5791,84.36,15,95,22.91,LY,1619650987
aksarka,66.5606,67.7975,23.74,92,100,8.25,RU,1619650781
bubaque,11.2833,-15.8333,77.77,71,32,18.48,GW,1619650987
kuryk,43.2,51.65,64.11,40,96,14.58,KZ,1619650988
san juan,-31.5375,-68.5364,72.14,32,0,7.92,AR,1619650988
talara,-4.5772,-81.2719,75.2,69,0,14.97,PE,1619650989
rio gallegos,-51.6226,-69.2181,46.4,49,20,28.77,AR,1619650712
ponta delgada,37.7333,-25.6667,57.2,77,75,5.75,PT,1619650989
pitimbu,-7.4706,-34.8086,78.8,83,20,5.75,BR,1619650989
rameswaram,9.2833,79.3,85.71,74,91,16.84,IN,1619650990
konyshevka,51.8418,35.2941,35.6,75,66,6.71,RU,1619650990
myrtle beach,33.6891,-78.8867,77.0,73,1,19.57,US,1619650700
rexburg,43.826,-111.7897,66.0,19,1,7.25,US,1619650976
saint george,37.1041,-113.5841,78.01,19,1,6.91,US,1619650861
longyearbyen,78.2186,15.6401,21.2,73,40,6.91,SJ,1619650991
hellvik,59.9156,5.781,39.99,67,24,1.99,NO,1619650992
linqiong,30.4159,103.4609,55.4,100,0,2.62,CN,1619650992
sao gabriel da cachoeira,-0.1303,-67.0892,73.18,98,98,2.59,BR,1619650818
umm lajj,25.0213,37.2685,81.05,38,0,6.22,SA,1619650993
bereda,43.2686,-7.5406,50.0,81,20,1.14,ES,1619650993
padang,-0.9492,100.3543,77.0,100,75,2.3,ID,1619650718
victor harbor,-35.5667,138.6167,63.0,69,5,2.46,AU,1619650994
monywa,22.1167,95.1333,84.15,57,0,4.41,MM,1619650994
yalvac,38.2956,31.1778,60.73,57,99,7.58,TR,1619650995
ambilobe,-13.2,49.05,72.54,95,5,3.47,MG,1619650995
trenggalek,-8.05,111.7167,72.95,86,64,0.92,ID,1619650996
praia da vitoria,38.7333,-27.0667,57.2,94,75,10.49,PT,1619650996
marawi,7.9986,124.2928,75.99,86,97,5.99,PH,1619650997
kismayo,-0.3582,42.5454,81.59,79,6,7.81,SO,1619650997
biltine,14.5333,20.9167,84.96,10,80,8.81,TD,1619650997
nara,34.6851,135.8049,61.0,100,75,3.44,JP,1619650851
pueblo nuevo,23.3833,-105.3833,69.51,41,10,9.35,MX,1619650998
nantucket,41.2835,-70.0995,48.2,100,90,6.91,US,1619650998
kirkenaer,60.4564,12.0582,33.8,64,0,2.3,NO,1619650999
flin flon,54.7682,-101.865,35.6,30,75,9.22,CA,1619650999
claresholm,50.0333,-113.5852,66.2,24,70,17.27,CA,1619650999
goure,13.9835,10.2704,81.72,9,2,7.45,NE,1619650798
cayenne,4.9333,-52.3333,78.01,100,75,3.44,GF,1619651000
pacifica,37.6138,-122.4869,64.99,72,1,11.5,US,1619650842
souillac,-20.5167,57.5167,75.0,92,87,5.99,MU,1619651001
kahului,20.8947,-156.47,80.6,69,40,8.05,US,1619651001
vaitape,-16.5167,-151.75,82.26,70,82,10.76,PF,1619651002
prado,-17.3411,-39.2208,75.16,83,15,7.25,BR,1619651002
plouzane,48.3833,-4.6167,46.4,81,75,3.44,FR,1619651003
meulaboh,4.1363,96.1285,76.87,88,97,3.38,ID,1619651003
winnemucca,40.973,-117.7357,69.8,17,1,10.36,US,1619651003
high wycombe,51.6291,-0.7493,42.01,90,100,9.01,GB,1619651004
nanortalik,60.1432,-45.2371,35.35,93,80,4.36,GL,1619651004
tilichiki,60.4667,166.1,30.15,94,99,5.46,RU,1619651004
ayan,56.45,138.1667,30.88,69,100,12.3,RU,1619651005
bud,39.447,-86.1758,68.0,96,100,6.08,US,1619651005
metro,-5.1131,105.3067,73.71,93,100,3.89,ID,1619650794
cascais,38.6979,-9.4215,57.0,74,57,17.0,PT,1619651006
santa lucia,27.9117,-15.5407,68.0,68,75,5.75,ES,1619651006
zaraza,9.3503,-65.3245,76.96,80,100,9.06,VE,1619651006
lencois paulista,-22.5986,-48.8003,75.2,43,0,8.05,BR,1619651007
siguiri,11.6667,-9.5,91.17,31,85,3.15,GN,1619651007
mezen,65.8522,44.24,26.69,78,56,5.03,RU,1619651007
bull savanna,17.8868,-77.5902,76.8,74,72,5.95,JM,1619651008
semey,50.4111,80.2275,57.09,71,51,6.35,KZ,1619651008
kremenchuk,49.0973,33.4197,42.67,60,1,4.79,UA,1619651008
tura,25.5198,90.2201,73.71,42,0,3.49,IN,1619651009
canon city,38.441,-105.2424,59.0,38,90,4.61,US,1619651009
tagbac,7.089,125.1567,78.8,100,75,2.3,PH,1619651010
liverpool,53.4106,-2.9779,48.2,57,0,6.91,GB,1619650784
artyom,40.4723,50.333,57.2,72,0,20.71,AZ,1619651010
aberdeen,57.1437,-2.0981,36.0,93,96,5.75,GB,1619651011
soe,-9.8607,124.284,66.43,74,18,2.37,ID,1619650712
sawakin,19.1059,37.3321,80.31,79,0,8.21,SD,1619651011
abu kamal,34.4506,40.9171,75.25,22,0,4.52,SY,1619651012
hastings,50.8552,0.5729,46.0,70,100,5.99,GB,1619651012
otradnoye,59.7775,30.8181,33.8,75,0,6.71,RU,1619651012
beian,63.6559,9.5683,33.8,80,20,5.75,NO,1619651013
porbandar,21.6422,69.6093,80.85,75,100,5.99,IN,1619651013
medicine hat,50.0501,-110.6683,66.99,22,20,9.22,CA,1619651013
aksaray,38.3726,34.0254,64.4,45,75,4.61,TR,1619651014
havre-saint-pierre,50.2334,-63.5986,42.8,87,90,8.05,CA,1619651014
pontianak,-0.0333,109.3333,75.2,94,40,3.44,ID,1619650788
klyuchi,52.2667,79.1667,47.48,90,88,7.38,RU,1619651015
northam,51.0333,-4.2167,42.01,94,78,3.0,GB,1619651015
margate,51.3813,1.3862,46.0,74,100,8.01,GB,1619650848
matagami,49.7502,-77.6328,60.8,20,1,6.91,CA,1619651016
tultitlan,19.6472,-99.1708,82.4,24,75,9.22,MX,1619651016
anadyr,64.75,177.4833,24.8,68,0,4.47,RU,1619650807
imbituba,-28.24,-48.6703,68.0,77,0,6.91,BR,1619651017
necochea,-38.5473,-58.7368,57.99,94,73,1.01,AR,1619651017
mehamn,71.0357,27.8492,28.27,68,100,14.09,NO,1619651018
khorixas,-20.3667,14.9667,68.16,48,3,3.78,NA,1619651018
khovu-aksy,51.1333,93.6,43.03,78,86,4.29,RU,1619651018
chuy,-33.6971,-53.4616,56.71,84,4,1.3,UY,1619651019
port elizabeth,-33.918,25.5701,60.8,94,20,21.85,ZA,1619651019
zheleznodorozhnyy,55.7503,38.0042,41.0,75,0,6.71,RU,1619651020
santa cruz,-17.8,-63.1667,69.8,68,75,5.75,BO,1619650981
ratnagiri,16.9833,73.3,80.46,77,1,5.68,IN,1619651020
hailar,49.2,119.7,29.03,79,100,12.86,CN,1619651020
college,64.8569,-147.8028,51.01,25,40,4.61,US,1619651021
khromtau,50.2503,58.4347,43.9,75,25,4.92,KZ,1619651021
tete,-16.1564,33.5867,77.0,73,0,3.98,MZ,1619651022
palasbari,26.1361,91.5486,69.8,73,75,2.86,IN,1619651022
ndioum,16.5129,-14.6471,89.6,31,0,2.3,SN,1619651022
kieta,-6.2167,155.6333,83.97,69,92,1.57,PG,1619651023
fort-shevchenko,44.5086,50.263,56.84,72,98,11.45,KZ,1619651023
maymyo,22.0333,96.4667,82.4,69,40,2.53,MM,1619651024
richards bay,-28.783,32.0377,67.77,93,11,4.81,ZA,1619650936
fontem,5.4685,9.8818,67.95,86,95,3.4,CM,1619651024
esperance,-33.8667,121.9,69.8,28,100,19.57,AU,1619651025
tourlaville,49.6383,-1.5664,48.99,81,40,10.36,FR,1619651025
qinzhou,21.95,108.6167,68.04,79,100,12.06,CN,1619651025
clyde river,70.4692,-68.5914,21.2,86,75,19.57,CA,1619651026
pochinok,54.4068,32.4407,34.74,91,63,5.35,RU,1619651026
vila velha,-20.3297,-40.2925,75.2,78,75,8.05,BR,1619650826
ternate,0.8,127.4,81.45,75,98,0.92,ID,1619651027
kitimat,54.0524,-128.6534,46.4,87,90,5.75,CA,1619650803
kavaratti,10.5669,72.642,83.68,70,0,3.24,IN,1619651027
tutoia,-2.7619,-42.2744,78.82,84,79,7.81,BR,1619651028
coral gables,25.7215,-80.2684,81.0,57,40,11.5,US,1619651028
iraray,8.9936,118.0511,80.33,83,95,5.59,PH,1619651028
gamba,-2.65,10.0,77.41,88,99,6.35,GA,1619651029
nizwa,22.9333,57.5333,82.42,28,99,4.76,OM,1619651029
puerto madryn,-42.7692,-65.0385,65.1,61,46,19.37,AR,1619651030
champerico,14.3,-91.9167,82.4,78,75,4.61,GT,1619651030
neftcala,39.3742,49.2472,57.79,76,64,7.23,AZ,1619651030
samarai,-10.6167,150.6667,79.83,72,100,12.35,PG,1619650824
bologoye,57.8799,34.1068,29.14,92,21,4.68,RU,1619651031
suluq,31.6682,20.2521,81.7,10,64,10.0,LY,1619651031
kushmurun,52.4503,64.6311,45.25,78,90,6.93,KZ,1619651032
silver city,32.7701,-108.2803,51.8,54,1,14.97,US,1619651032
kaifeng,34.7911,114.3483,60.8,51,0,4.47,CN,1619651032
lukovetskiy,64.2956,41.9211,23.0,100,20,3.31,RU,1619651033
tamandare,-8.7597,-35.1047,78.13,84,55,9.13,BR,1619651033
cortez,37.3489,-108.5859,59.0,38,90,6.91,US,1619651034
houston,29.7633,-95.3633,82.4,69,90,17.27,US,1619650582
guaymas,27.9333,-110.9,82.0,53,20,23.02,MX,1619650784
beatrice,40.2681,-96.747,64.0,72,90,9.22,US,1619651034
shenjiamen,29.9576,122.298,62.26,87,100,9.53,CN,1619651035
nyazepetrovsk,56.0531,59.6028,35.17,88,86,9.33,RU,1619651035
zhelyabovka,45.3988,34.7578,44.51,86,38,6.38,UA,1619651036
lentekhi,42.7856,42.7261,48.97,75,28,7.02,GE,1619651036
ageyevo,54.1588,36.4693,42.8,70,85,4.47,RU,1619651036
devonport,-41.1667,146.35,55.99,93,94,1.99,AU,1619650868
talcahuano,-36.7167,-73.1167,59.0,94,0,11.5,CL,1619651037
kaeo,-35.1,173.7833,64.0,61,3,8.01,NZ,1619651037
senno,59.5336,33.9167,29.79,90,75,4.09,RU,1619651038
puerto ayacucho,5.6639,-67.6236,77.61,86,100,1.41,VE,1619651038
mangrol,21.1167,70.1167,80.13,76,84,8.46,IN,1619651038
vanimo,-2.6741,141.3028,81.91,73,100,3.13,PG,1619650875
ardmore,34.1743,-97.1436,71.6,94,90,6.91,US,1619650974
awbari,26.5921,12.7805,91.31,13,100,4.54,LY,1619651039
lagoa,39.05,-27.9833,58.64,68,30,13.02,PT,1619650755
seabra,-12.4186,-41.7703,73.4,78,0,4.61,BR,1619651040
nolinsk,57.5596,49.9363,34.0,93,71,8.63,RU,1619651040
chicama,-7.8447,-79.1469,64.4,88,91,9.22,PE,1619651040
kutahya,39.4242,29.9833,60.8,77,75,3.44,TR,1619651041
nayoro,44.3506,142.4578,53.37,70,45,8.25,JP,1619651041
karratha,-20.7377,116.8463,77.4,29,0,9.15,AU,1619650829
hami,42.8,93.45,60.76,20,17,3.62,CN,1619651041
ust-kuyga,70.0167,135.6,17.11,92,92,7.16,RU,1619651042
beringovskiy,63.05,179.3167,29.37,73,5,6.08,RU,1619650806
leninskoye,41.7589,69.3864,68.0,34,0,9.22,KZ,1619651042
astorga,-23.2325,-51.6656,71.6,46,0,3.44,BR,1619651043
conselheiro pena,-19.1722,-41.4722,71.2,91,20,4.72,BR,1619651043
pangkalanbuun,-2.6833,111.6167,74.55,95,100,1.97,ID,1619651043
simao,22.7886,100.9748,59.49,97,55,2.53,CN,1619651044
hofn,64.2539,-15.2082,37.62,64,61,10.92,IS,1619650990
tucuman,-26.8241,-65.2226,66.2,82,85,5.75,AR,1619651044
deputatskiy,69.3,139.9,17.46,85,38,4.07,RU,1619651045
noumea,-22.2763,166.4572,78.01,60,0,8.05,NC,1619650808
okhotsk,59.3833,143.3,32.47,82,100,7.45,RU,1619651045
springdale,36.1867,-94.1288,70.0,100,75,8.05,US,1619650752
ust-nera,64.5667,143.2,29.66,91,91,2.8,RU,1619651046
khanpur,28.6453,70.6567,85.73,22,2,10.13,PK,1619651046
sibolga,1.7427,98.7792,76.12,88,100,3.85,ID,1619651047
mastung,29.7994,66.845,66.33,36,72,1.21,PK,1619650917
khani,41.9563,42.9566,51.8,93,0,5.75,GE,1619651047
ketchikan,55.3422,-131.6461,50.0,87,90,4.61,US,1619651048
atasu,48.6814,71.6433,63.27,38,99,7.94,KZ,1619651048
magadan,59.5667,150.8,31.33,80,27,2.89,RU,1619651049
coruripe,-10.1256,-36.1756,77.77,84,49,9.53,BR,1619651049
xining,36.6167,101.7667,41.95,40,3,3.33,CN,1619651049
puerto cabello,10.4731,-68.0125,32.0,89,99,4.14,VE,1619651050
jizan,17.3333,42.6667,82.4,61,0,3.44,SA,1619651050
kerema,-7.9631,145.7785,77.31,87,100,7.94,PG,1619651051
bangolo,7.0069,-7.475,73.9,98,98,4.09,CI,1619651051
grand-santi,4.25,-54.3833,73.15,98,74,2.73,GF,1619651051
ossora,59.2353,163.0719,32.85,98,100,5.26,RU,1619651052
manzil salim,35.8567,8.4765,66.2,34,0,9.22,TN,1619651052
haines junction,60.7522,-137.5108,41.0,30,74,6.91,CA,1619651052
antalaha,-14.9003,50.2788,73.08,91,10,6.91,MG,1619651053
bealanana,-14.55,48.7333,64.47,97,80,3.31,MG,1619651053
cooma,-36.2333,149.1333,39.2,100,74,4.61,AU,1619651053
henties bay,-22.116,14.2845,60.01,93,1,3.0,NA,1619651054
waraseoni,21.75,80.0333,83.1,17,1,2.68,IN,1619651054
jacareacanga,-6.2222,-57.7528,71.94,99,100,1.63,BR,1619651055
berlevag,70.8578,29.0864,28.62,70,100,15.93,NO,1619651055
orkney,-26.9802,26.6727,62.22,23,1,7.38,ZA,1619651055
cao bang,22.6667,106.25,66.15,90,100,2.98,VN,1619651056
qingdao,36.0986,120.3719,51.8,82,0,11.18,CN,1619651056
keningau,5.3378,116.1602,75.2,88,20,6.91,MY,1619651057
strehaia,44.6167,23.2,46.99,96,100,5.32,RO,1619651057
kudymkar,59.0173,54.656,35.8,92,100,8.75,RU,1619651057
naryan-mar,67.6713,53.087,23.61,88,100,1.92,RU,1619651058
sosua,19.7667,-70.5167,77.0,88,40,12.66,DO,1619651058
sorada,19.75,84.4333,78.12,85,93,0.67,IN,1619651058
arvi,20.9833,78.2333,86.58,20,55,6.85,IN,1619651059
collie,-33.3667,116.15,57.99,91,100,1.99,AU,1619651059
det udom,14.906,105.0784,77.0,88,100,3.44,TH,1619651060
svay rieng,11.0879,105.7993,78.94,82,99,4.25,KH,1619651060
nisia floresta,-6.0911,-35.2086,80.6,78,20,5.75,BR,1619651061
vysokogornyy,50.1167,139.15,35.51,99,100,2.55,RU,1619651061
katsuura,35.1333,140.3,64.4,88,75,4.61,JP,1619651061
casa nova,-9.4167,-41.1333,84.2,58,0,5.75,BR,1619651062
byron bay,-28.65,153.6167,62.6,94,100,5.75,AU,1619651062
dulce nombre de culmi,15.1,-85.5333,89.6,37,20,6.55,HN,1619651063
eitorf,50.7667,7.45,50.0,71,100,4.18,DE,1619651063
puerto del rosario,28.5004,-13.8627,68.0,73,20,5.75,ES,1619651063
cockburn town,21.4612,-71.1419,77.0,78,40,9.22,TC,1619651064
san jose,37.3394,-121.895,84.99,20,20,13.8,US,1619651064
lilongwe,-13.9669,33.7873,64.22,93,10,2.77,MW,1619651064
geraldton,-28.7667,114.6,59.0,72,93,8.05,AU,1619651065
laguna,38.421,-121.4238,88.0,13,1,6.91,US,1619650847
urengoy,65.9667,78.3667,29.55,96,97,5.19,RU,1619651065
brumadinho,-20.1433,-44.1997,71.6,68,0,8.05,BR,1619651066
deer lake,49.1667,-57.4316,44.6,81,75,6.91,CA,1619651066
whitehorse,60.7161,-135.0538,36.0,44,75,11.5,CA,1619650972
edd,13.9297,41.6925,84.72,72,33,7.78,ER,1619651067
abonnema,4.7084,6.7931,77.0,88,20,3.87,NG,1619651067
zigong,29.3416,104.7769,60.22,89,98,4.25,CN,1619651068
tezu,27.9167,96.1667,74.89,37,98,4.38,IN,1619651068
alofi,-19.0595,-169.9187,82.4,83,75,8.05,NU,1619651068
clarksdale,34.2001,-90.5709,84.2,61,92,9.22,US,1619651069
kolo,52.2002,18.6387,46.0,65,94,8.28,PL,1619651069
hays,30.0502,-98.0336,87.01,73,85,7.0,US,1619651064
catuday,16.2923,119.8062,79.59,68,39,3.8,PH,1619651070
unicov,49.7709,17.1214,45.0,83,83,2.84,CZ,1619651070
mount pleasant,32.7941,-79.8626,75.2,69,1,13.8,US,1619651071
juneau,58.3019,-134.4197,46.0,65,90,11.5,US,1619650942
stornoway,58.2093,-6.3865,39.2,87,97,6.91,GB,1619651072
tomatlan,19.9333,-105.25,85.82,50,98,10.92,MX,1619651072
